rowid	studyid	popid	speciesid	ord	fam	gen	sp	full_sp	habitat	source	development	acclim_stage	ctm_stage	tsr	sex	stand_lat	lat_bin	mass	all_mass	acclim_temp	cont_temp	acclim_dur	acclim_type	ctlimit	ramp_rate	groupID	treat	treatSD	treatN	cont	contSD	contN	simpctend	data_type	author	title	journal	year	webpage	ARR	var	precision	diff
421	502	91	48	Diptera	Drosophilidae	Drosophila	subobscura	Drosophila subobscura	Terrestrial	Laboratory	Holo	Early life	Adult	within	Mixed	36.72	30 - 40	NA	1.586	18	21	NA	Constant	Ctmin	0.5	215	-0.18181818	1.14314739	60	0.3677686	1.02883265	60	Loss of righting ability 	Graph	"Gibert, P"	"Chill-coma temperature in Drosophila: Effects of developmental temperature, latitude, and phylogeny"	Physiological and Biochemical Zoology	2001	https://www.journals.uchicago.edu/doi/full/10.1086/320441	0.183195593	0.004380153	15.10968337	-3
422	502	91	48	Diptera	Drosophilidae	Drosophila	subobscura	Drosophila subobscura	Terrestrial	Laboratory	Holo	Early life	Adult	within	Mixed	36.72	30 - 40	NA	1.586	21	25	NA	Constant	Ctmin	0.5	215	0.3677686	1.02883265	60	2.1322314	1.4860916	60	Loss of righting ability 	Graph	"Gibert, P"	"Chill-coma temperature in Drosophila: Effects of developmental temperature, latitude, and phylogeny"	Physiological and Biochemical Zoology	2001	https://www.journals.uchicago.edu/doi/full/10.1086/320442	0.4411157	0.003403088	17.14207475	-4
423	502	92	48	Diptera	Drosophilidae	Drosophila	subobscura	Drosophila subobscura	Terrestrial	Laboratory	Holo	Early life	Adult	within	Mixed	56.16	50 - 60	NA	1.586	15	18	NA	Constant	Ctmin	0.5	216	-2.69834711	0.68588843	60	-1.13636364	0.68588843	60	Loss of righting ability 	Graph	"Gibert, P"	"Chill-coma temperature in Drosophila: Effects of developmental temperature, latitude, and phylogeny"	Physiological and Biochemical Zoology	2001	https://www.journals.uchicago.edu/doi/full/10.1086/320443	0.520661157	0.001742381	23.95677782	-3
424	502	92	48	Diptera	Drosophilidae	Drosophila	subobscura	Drosophila subobscura	Terrestrial	Laboratory	Holo	Early life	Adult	within	Mixed	56.16	50 - 60	NA	1.586	18	21	NA	Constant	Ctmin	0.5	216	-1.13636364	0.68588843	60	-0.09504132	0.68588843	60	Loss of righting ability 	Graph	"Gibert, P"	"Chill-coma temperature in Drosophila: Effects of developmental temperature, latitude, and phylogeny"	Physiological and Biochemical Zoology	2001	https://www.journals.uchicago.edu/doi/full/10.1086/320444	0.34710744	0.001742381	23.95677782	-3
425	502	92	48	Diptera	Drosophilidae	Drosophila	subobscura	Drosophila subobscura	Terrestrial	Laboratory	Holo	Early life	Adult	within	Mixed	56.16	50 - 60	NA	1.586	21	25	NA	Constant	Ctmin	0.5	216	-0.09504132	0.68588843	60	0.77272727	1.60040634	60	Loss of righting ability 	Graph	"Gibert, P"	"Chill-coma temperature in Drosophila: Effects of developmental temperature, latitude, and phylogeny"	Physiological and Biochemical Zoology	2001	https://www.journals.uchicago.edu/doi/full/10.1086/320445	0.216942148	0.003158066	17.7946478	-4
426	566	93	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	35.96	30 - 40	NA	0.185	23	21	1680	Constant	Ctmax	1	217	47.40112994	0.777962717	177	47.3006135	0.950210953	163	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.05025822	0.002239656	21.13047786	2
427	566	93	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	35.96	30 - 40	NA	0.185	25	23	1680	Constant	Ctmax	1	217	47.62328767	1.139512364	146	47.40112994	0.777962717	177	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.111078865	0.003078278	18.02378826	2
428	566	93	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	35.96	30 - 40	NA	0.185	27	25	1680	Constant	Ctmax	1	217	48.10625	0.797771069	160	47.62328767	1.139512364	146	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.241481165	0.003217875	17.62850354	2
429	566	93	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	35.96	30 - 40	NA	0.185	29	27	1680	Constant	Ctmax	1	217	48.15	0.884528087	160	48.10625	0.797771069	160	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.021875	0.00221692	21.23855755	2
430	566	94	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	41.49	40 - 50	NA	0.185	23	21	1680	Constant	Ctmax	1	218	47.07185629	0.780553266	167	46.93513514	0.798169174	185	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.068360575	0.001772982	23.74913848	2
431	566	94	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	41.49	40 - 50	NA	0.185	25	23	1680	Constant	Ctmax	1	218	47.36458333	0.657136286	192	47.07185629	0.780553266	167	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.14636352	0.001474347	26.04354658	2
432	566	94	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	41.49	40 - 50	NA	0.185	27	25	1680	Constant	Ctmax	1	218	47.65803109	0.690071146	193	47.36458333	0.657136286	192	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.14672388	0.001179113	29.12207054	2
433	566	94	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	41.49	40 - 50	NA	0.185	29	27	1680	Constant	Ctmax	1	218	47.60773481	0.806739567	181	47.65803109	0.690071146	193	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	-0.02514814	0.001515772	25.68520862	2
434	566	95	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	39.1	30 - 40	NA	0.185	23	21	1680	Constant	Ctmax	1	219	46.875	1.298900634	176	46.74725275	0.893109369	182	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.063873625	0.003492175	16.92201195	2
435	566	95	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	39.1	30 - 40	NA	0.185	25	23	1680	Constant	Ctmax	1	219	47.35882353	0.734249868	170	46.875	1.298900634	176	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.241911765	0.003189337	17.70719464	2
436	566	95	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	39.1	30 - 40	NA	0.185	27	25	1680	Constant	Ctmax	1	219	47.31927711	0.57249223	166	47.35882353	0.734249868	170	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	-0.01977321	0.001286423	27.88098257	2
437	566	95	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	39.1	30 - 40	NA	0.185	29	27	1680	Constant	Ctmax	1	219	47.44099379	0.765218274	161	47.31927711	0.57249223	166	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.06085834	0.001402849	26.69897629	2
438	566	93	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	35.96	30 - 40	NA	0.185	21	23	1680	Constant	Ctmin	1	220	4.79375	1.350969254	160	5.365168539	1.448287602	178	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.28570927	0.005797726	13.13321849	-2
439	566	93	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	35.96	30 - 40	NA	0.185	23	25	1680	Constant	Ctmin	1	220	5.365168539	1.448287602	178	5.762237762	1.047855234	143	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.198534612	0.00486556	14.33618405	-2
440	566	93	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	35.96	30 - 40	NA	0.185	25	27	1680	Constant	Ctmin	1	220	5.762237762	1.047855234	143	7.742138365	1.677150373	159	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.989950302	0.006342275	12.55675586	-2
441	566	93	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	35.96	30 - 40	NA	0.185	27	29	1680	Constant	Ctmin	1	220	7.742138365	1.677150373	159	8.78807947	1.816991181	151	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.522970553	0.009888682	10.05612788	-2
442	566	94	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	41.49	40 - 50	NA	0.185	21	23	1680	Constant	Ctmin	1	221	3.229508197	1.70061504	183	3.56547619	1.669163371	168	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.167983997	0.008096936	11.11321301	-2
443	566	94	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	41.49	40 - 50	NA	0.185	23	25	1680	Constant	Ctmin	1	221	3.56547619	1.669163371	168	4.957894737	1.390944177	190	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.696209274	0.006691683	12.22453392	-2
444	566	94	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	41.49	40 - 50	NA	0.185	25	27	1680	Constant	Ctmin	1	221	4.957894737	1.390944177	190	5.103626943	1.249848868	193	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.072866103	0.004569166	14.79386083	-2
445	566	94	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	41.49	40 - 50	NA	0.185	27	29	1680	Constant	Ctmin	1	221	5.103626943	1.249848868	193	6	1.787000326	182	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.448186529	0.006409972	12.49027326	-2
446	566	95	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	39.1	30 - 40	NA	0.185	21	23	1680	Constant	Ctmin	1	222	5.166666667	1.730229376	186	4.875	1.392325906	176	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	-0.145833334	0.006777434	12.14695261	-2
447	566	95	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	39.1	30 - 40	NA	0.185	23	25	1680	Constant	Ctmin	1	222	4.875	1.392325906	176	5.390804598	1.597370106	174	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.257902299	0.006419732	12.48077492	-2
448	566	95	94	Hymenoptera	Temnothorax	Temnothorax	curvispinosus	Temnothorax curvispinosus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Female	39.1	30 - 40	NA	0.185	25	27	1680	Constant	Ctmin	1	222	5.390804598	1.597370106	174	5.56547619	1.495061255	168	Onset spasms	Depository - calculated in excel	"Yilmaz, A"	Remarkable insensitivity of acorn ant morphology to temperature decouples the evolution of physiological tolerance from body size under urban heat islands	Journal of Thermal Biology	2019	https://www.sciencedirect.com/science/article/pii/S0306456519300300#ec-research-data	0.087335796	0.006992282	11.95888067	-2
